iyear,imonth,iday,approxdate,country_txt,region_txt,provstate,city,latitude,longitude,summary,crit1,doubtterr,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,target1,natlty1_txt,targtype2_txt,target2,natlty2_txt,targtype3_txt,targsubtype3,target3,natlty3_txt,gname,gname2,gname3,motive,nperps,nperpcap,claimmode2_txt,claimmode3_txt,weaptype1_txt,weapsubtype1_txt,weaptype2_txt,weaptype3_txt,weaptype4_txt,nkill,nkillter,nwound,nwoundte,property,propextent_txt,propvalue,ishostkid,nhostkid,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,hostkidoutcome,hostkidoutcome_txt,nreleased,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,terrorist_category
1972,9,20,1972-09-20,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"09/20/1972: A letter bomb addressed to Yosef Bar, a Ministry of Transportation employee, was discovered and defused at the Jerusalem Central Post Office along Jaffa Street in Jerusalem, Israel. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,0.0,0,0,Assassination,,,Government (General),Employee: Yosef Bar,Israel,,,,,,,,Black September,,,,-99.0,-99.0,,,Explosives,Letter Bomb,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1972,9,20,1972-09-20,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"09/20/1972: A letter bomb addressed to Yosef Weitz, a Jewish National Fund official, was discovered and defused at the Jerusalem Central Post Office along Jaffa Street in Jerusalem, Israel. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,0.0,0,0,Assassination,,,NGO,Official: Yosef Weitz,Israel,,,,,,,,Black September,,,,-99.0,-99.0,,,Explosives,Letter Bomb,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1972,9,20,1972-09-20,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"09/20/1972: A letter bomb addressed to Ya'acov Tsur, a Jewish National Fund official, was discovered and defused at the Jerusalem Central Post Office along Jaffa Street in Jerusalem, Israel. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,0.0,0,0,Assassination,,,NGO,Official: Ya'acov Tsur,Israel,,,,,,,,Black September,,,,-99.0,-99.0,,,Explosives,Letter Bomb,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1972,9,20,1972-09-20,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"09/20/1972: A letter bomb addressed to a public figure was discovered and defused at the Jerusalem Central Post Office along Jaffa Street in Jerusalem, Israel. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,0.0,0,0,Assassination,,,Private Citizens & Property,Unknown,Israel,,,,,,,,Black September,,,,-99.0,-99.0,,,Explosives,Letter Bomb,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1972,9,20,1972-09-20,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"09/20/1972: A letter bomb addressed to a public figure was discovered and defused at the Jerusalem Central Post Office along Jaffa Street in Jerusalem, Israel. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,0.0,0,0,Assassination,,,Private Citizens & Property,Unknown,Israel,,,,,,,,Black September,,,,-99.0,-99.0,,,Explosives,Letter Bomb,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1972,9,22,1972-09-22,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"09/22/1972: A letter bomb addressed to Zalman Shoval, a Knesset member, was discovered and defused at the Jerusalem Central Post Office along Jaffa Street in Jerusalem, Israel. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,0.0,0,0,Assassination,,,Government (General),Member: Zalman Shoval,Israel,,,,,,,,Black September,,,,-99.0,-99.0,,,Explosives,Letter Bomb,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1972,9,22,1972-09-22,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"09/22/1972: A letter bomb addressed to Yehuda Sha'ari, the Tourism Minister, was discovered and defused at the Jerusalem Central Post Office along Jaffa Street in Jerusalem, Israel. This was one of 74 letter bombs that were mailed from Amsterdam and were discovered or detonated between September 19, 1972 and September 28, 1972. Black September claimed responsibility for the incidents.",1,0.0,0,0,Assassination,,,Government (General),Deputy Minister: Yehuda Sha'ari,Israel,,,,,,,,Black September,,,,-99.0,-99.0,,,Explosives,Letter Bomb,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1973,12,4,1973-12-04,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Shopping Area,Israel,,,,,,,,Palestinians,,,,1.0,,,,Explosives,Grenade,Explosives,,,2.0,,18.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Single terrorist
1974,2,11,1974-02-11,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Religious Figures/Institutions,Office of the Baptist Home,United States,,,,,,,,Jewish Defense League (JDL),,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,1,1,Unknown
1974,2,11,1974-02-11,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Business,Zion House Bible Shop,United States,,,,,,,,Jewish Defense League (JDL),,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,1,1,Unknown
1974,2,11,1974-02-11,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Religious Figures/Institutions,Chapel,Sweden,,,,,,,,Jewish Defense League (JDL),,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,1,1,1,Unknown
1974,4,11,1974-04-11,Israel,Middle East & North Africa,Northern,Qiryat Shemona,33.208509,35.570348,,1,0.0,1,0,Hostage Taking (Barricade Incident),,,Private Citizens & Property,"city of Qiryat Shemona, apartment bldg.",Israel,,,,,,,,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",,,,3.0,,,,Firearms,Automatic or Semi-Automatic Rifle,Explosives,,,21.0,3.0,,,1,Minor (likely < $1 million),60000.0,1.0,18.0,,,,,0.0,,,,,,,,1,0,0,1,Multiple terrorists
1974,5,18,1974-05-18,Israel,Middle East & North Africa,Northern,Maalot,33.014797,35.275805,,1,0.0,1,0,Bombing/Explosion,,,Educational Institution,Maalot High School,Israel,,,,,,,,Democratic Front for the Liberation of Palestine (DFLP),,,,3.0,,,,Firearms,Automatic or Semi-Automatic Rifle,Explosives,,,25.0,,70.0,,1,Minor (likely < $1 million),60000.0,1.0,-99.0,,,,,0.0,,,,,,,,1,0,0,1,Multiple terrorists
1974,6,13,1974-06-13,Israel,Middle East & North Africa,Northern,Shamir,33.166809,35.659965,,1,0.0,1,0,Armed Assault,,,Private Citizens & Property,Shamir Settlement,Israel,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,4.0,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,7.0,4.0,0.0,,1,Minor (likely < $1 million),2500.0,0.0,,,,,,0.0,,,,,,,,0,0,0,0,Multiple terrorists
1974,6,25,1974-06-25,Israel,Middle East & North Africa,Northern,Nahariyya,33.004219,35.092571,,1,0.0,1,0,Hostage Taking (Barricade Incident),,,Private Citizens & Property,apartment house,Israel,,,,,,,,Black September,,,,3.0,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,14.0,3.0,,,1,Minor (likely < $1 million),60000.0,1.0,3.0,,,,,0.0,,,,,,,,1,1,0,1,Multiple terrorists
1974,11,18,1974-11-18,Israel,Middle East & North Africa,Northern,Beit Shean,32.496086,35.498352,,1,0.0,1,0,Unknown,,,Private Citizens & Property,Apartment House in Beit Shean,Israel,,,,,,,,Democratic Front for the Liberation of Palestine (DFLP),,,,3.0,,,,Unknown,,,,,7.0,3.0,5.0,,1,Minor (likely < $1 million),2500.0,1.0,4.0,0.0,,,,0.0,,,,,4.0,Hostage(s) killed (not during rescue attempt),4.0,1,0,0,1,Multiple terrorists
1974,11,30,1974-11-30,Israel,Middle East & North Africa,Northern,Rehaniya,33.04924,35.4882,,1,0.0,1,0,Armed Assault,,,Private Citizens & Property,House in town,Israel,,,,,,,,Palestinians,,,,2.0,,,,Firearms,Handgun,,,,1.0,,1.0,,1,Minor (likely < $1 million),2500.0,1.0,2.0,,,,,0.0,,,,,7.0,Unknown,,1,0,0,1,Multiple terrorists
1974,12,8,1974-12-08,Israel,Middle East & North Africa,Northern,Rosh Hanikra,33.085678,35.113181,,1,0.0,1,0,Armed Assault,,,Private Citizens & Property,Rosh Hanika Kibbutz,Israel,,,,,,,,Palestinians,,,,3.0,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,1.0,,2.0,,1,Minor (likely < $1 million),2500.0,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Multiple terrorists
1974,12,11,1974-12-11,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,,1,0.0,1,0,Bombing/Explosion,,,Business,Movie theatre,Israel,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,1.0,,,,Explosives,Grenade,,,,2.0,,54.0,,1,Minor (likely < $1 million),15000.0,0.0,,,,,,0.0,,,,,,,,0,0,0,0,Single terrorist
1974,12,20,1974-12-20,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Business,"Ben Yehuda Street Shops, Offices",Israel,,,,,,,,Democratic Front for the Liberation of Palestine (DFLP),,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,13.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1975,3,5,1975-03-05,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,,1,0.0,1,0,Hostage Taking (Barricade Incident),,,Business,hotel,Israel,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,8.0,,,,Firearms,Automatic or Semi-Automatic Rifle,Explosives,,,18.0,,,,1,Minor (likely < $1 million),20000.0,1.0,10.0,,,,,0.0,,,,,,,,0,0,0,0,Multiple terrorists
1975,11,13,1975-11-13,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Zion Square,Israel,,,,,,,,Democratic Front for the Liberation of Palestine (DFLP),,,,,,,,Explosives,Unknown Explosive Type,,,,6.0,,62.0,,1,Unknown,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1976,1,9,1976-01-09,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Business,Supermarket,Israel,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,8.0,,1,Unknown,,0.0,,,,,,0.0,,,,,,,,0,0,0,0,Unknown
1976,4,29,1976-04-29,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Jerusalem,31.784838,35.224613,,1,0.0,1,0,Bombing/Explosion,,,Unknown,Unk.,Israel,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,,Explosives,Unknown Explosive Type,,,,2.0,,0.0,,1,Unknown,,0.0,,,,,,0.0,,,,,,,,0,0,0,0,Unknown
1976,5,3,1976-05-03,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Religious Figures/Institutions,Israeli Remembrance Day Ceremonies,Israel,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,,Explosives,Vehicle,,,,1.0,,31.0,,1,Unknown,,0.0,,,,,,0.0,,,,,,,,0,0,0,0,Unknown
1977,7,29,1977-07-29,Israel,Middle East & North Africa,Southern,Beersheba,31.248484,34.787853,,1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Market,Israel,,,,,,,,Unknown,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,23.0,,1,Unknown,,0.0,,,,,,0.0,,,,,,,,-9,-9,0,-9,Unknown
1977,11,23,1977-11-23,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,-9.0,1,0,Bombing/Explosion,,,Business,bank,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,1.0,,0.0,,1,Minor (likely < $1 million),1000.0,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1977,12,5,1977-12-05,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Assassination,,,Private Citizens & Property,Salim El Asmar,West Bank and Gaza Strip,,,,,,,,Palestinians,,,,,,,,Firearms,Handgun,,,,1.0,,0.0,,0,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1977,12,26,1977-12-26,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Assassination,,,Government (General),"Hamdi Kadi, chief of education",Israel,,,,,,,,Palestinians,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,1.0,,0.0,,0,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1977,12,30,1977-12-30,Israel,Middle East & North Africa,Central,Netanya,32.325073,34.854663,,1,0.0,1,0,Bombing/Explosion,,,Business,Central Market,Israel,,,,,,,,Democratic Front for the Liberation of Palestine (DFLP),,,,,,,,Explosives,Unknown Explosive Type,Explosives,,,2.0,,1.0,,1,Minor (likely < $1 million),150.0,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,2,14,1978-02-14,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Transportation,bus,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,2.0,,43.0,,1,Minor (likely < $1 million),3000.0,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,2,16,1978-02-16,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,youth village,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,Minor (likely < $1 million),250.0,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,3,11,1978-03-11,Israel,Middle East & North Africa,Haifa,Haifa,32.793921,34.990615,,1,0.0,1,0,Hostage Taking (Barricade Incident),,,Transportation,Bus en route,Israel,,,,,,,,Al-Fatah,,,,11.0,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,42.0,9.0,76.0,,1,Minor (likely < $1 million),15000.0,1.0,60.0,,,,,0.0,,,,,7.0,Unknown,,0,0,0,0,Multiple terrorists
1978,4,20,1978-04-20,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Nablus,32.222271,35.253506,,1,0.0,1,0,Bombing/Explosion,,,Tourists,Tourist bus,Israel,,,,,,,,Unknown,,,,,,,,Explosives,Unknown Explosive Type,,,,2.0,,,,1,Minor (likely < $1 million),2000.0,0.0,,,,,,0.0,,,,,,,,-9,-9,0,-9,Unknown
1978,6,2,1978-06-02,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Unknown,unk,Israel,Unknown,unk,United States,,,,,Al-Fatah,,,,,,,,Unknown,,,,,6.0,0.0,20.0,0.0,0,,,0.0,,,,,,0.0,,,,,,,,0,1,1,1,Unknown
1978,7,10,1978-07-10,Israel,Middle East & North Africa,Southern,Kiryat Gat,31.605568,34.77177,,1,0.0,1,0,Bombing/Explosion,,,Transportation,Railway Line,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,Minor (likely < $1 million),4000.0,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,8,3,1978-08-03,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,,1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Carmel Marketplace,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,1.0,,49.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,8,15,1978-08-15,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,1.0,1,0,Bombing/Explosion,,,Military,Military bus station,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,,,,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,8,22,1978-08-22,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,-9.0,0,0,Bombing/Explosion,,,Business,bank,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Time Fuse,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,8,28,1978-08-28,Israel,Middle East & North Africa,Central,Ramla,31.928793,34.866657,,1,0.0,0,0,Bombing/Explosion,,,Business,cafeteria,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,8,29,1978-08-29,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Nablus,32.222271,35.253506,,1,0.0,1,0,Bombing/Explosion,,,Government (General),education department building,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,Minor (likely < $1 million),3000.0,0.0,,,,,,0.0,,,,,,,,0,0,0,0,Unknown
1978,8,30,1978-08-30,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Food or Water Supply,waterworks,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,,,,,1,Minor (likely < $1 million),5000.0,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,9,5,1978-09-05,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,0.0,1,0,Bombing/Explosion,,,Tourists,Tourist bus,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,Minor (likely < $1 million),1000.0,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,9,5,1978-09-05,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,-9.0,1,0,Bombing/Explosion,,,Business,cooking gas store,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,2.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,9,12,1978-09-12,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Nablus,32.222271,35.253506,,1,-9.0,0,0,Facility/Infrastructure Attack,,,Government (General),government employment office,Israel,,,,,,,,Palestinians,,,,3.0,,,,Incendiary,,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,0,0,0,0,Multiple terrorists
1978,9,16,1978-09-16,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,-9.0,1,0,Bombing/Explosion,,,Business,store,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
1978,9,16,1978-09-16,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,1,-9.0,1,0,Bombing/Explosion,,,Business,store,Israel,,,,,,,,Palestinians,,,,,,,,Explosives,Unknown Explosive Type,,,,0.0,,7.0,,1,,,0.0,,,,,,0.0,,,,,,,,1,0,0,1,Unknown
